id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
506542,"Garden Apartment, Keypad Entry",1414691,Jordan,Other neighborhoods,Wallingford,47.65854,-122.32582,Entire home/apt,95,2,174,2019-05-30,2.04,5,293
513344,artsy bungalow in friendly phinney,2450062,Liza,Other neighborhoods,Phinney Ridge,47.67871,-122.36066,Entire home/apt,120,5,5,2017-08-19,0.06,2,0
522270,House boat on Lake Union Seattle,1037115,Rose And Glen,Cascade,Westlake,47.63642,-122.34124,Entire home/apt,130,3,19,2019-06-09,0.23,6,89
533443,Max's West Seattle Hideaway,2370749,Tom,Delridge,Riverview,47.5366,-122.35605,Private room,45,1,282,2018-02-18,3.32,1,0
544433,"8, Sparkling Seattle Center",2612779,Serina,Queen Anne,Lower Queen Anne,47.62082,-122.35634,Entire home/apt,95,2,415,2019-06-10,4.89,1,120
552325,Seattle 2 BR w Amazing Water Views | BlueStarBnB,306615,Tara,Capitol Hill,Portage Bay,47.64933,-122.31925,Entire home/apt,199,3,9,2019-03-03,0.13,3,140
555182,Artistic Seattle home..whole house,2222321,Deb,Other neighborhoods,Wedgwood,47.68362,-122.28828,Entire home/apt,275,1,18,2016-08-21,0.26,4,213
557126,Charming Capitol Hill Room,2739131,Chad & Ruben,Capitol Hill,Broadway,47.61968,-122.32415,Private room,98,2,349,2019-05-20,4.21,2,110
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57917,-122.29212,Private room,40,2,140,2019-06-02,1.68,2,244
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57955,-122.29369,Private room,47,2,231,2019-05-05,2.75,2,20
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.62093,-122.29815,Entire home/apt,95,2,305,2019-01-01,4.03,3,12
566435,"""THE 5-STAR HOUSE""  # 6",2438665,Flor,Other neighborhoods,Crown Hill,47.70155,-122.36651,Private room,80,3,90,2019-04-28,1.09,4,164
573942,Queen Bee room w/memory foam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.54946,-122.31658,Private room,60,2,148,2019-06-05,1.78,7,341
580815,St. John's Apt. 319 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61355,-122.32131,Entire home/apt,168,30,49,2019-02-24,0.67,6,216
587584,Greenlake/Greenwood/Phinney Oasis,2796016,Aexis,Other neighborhoods,Greenwood,47.68778,-122.3486,Entire home/apt,123,2,63,2018-08-20,0.75,1,0
598023,West Seattle Home near Junction,2613029,Jeffrey,West Seattle,Genesee,47.56221,-122.38598,Private room,99,3,13,2017-08-07,0.18,1,352
604600,condo in seattle,103427,Magalie,Downtown,Central Business District,47.61436,-122.33172,Entire home/apt,210,1,1,2014-09-11,0.02,1,365
609252,"Sans souci in Seattle: Clean, fresh air (4 guests)",3018655,Louise,Other neighborhoods,Greenwood,47.69861,-122.36344,Entire home/apt,275,3,2,2018-05-23,0.08,2,83
